month,geo,unit,value,geo_label,unit_label
2021-06,NL,RCH_A,2.9,Netherlands,Annual rate of change
2021-07,NL,RCH_A,0.8,Netherlands,Annual rate of change
2021-08,NL,RCH_A,0.8,Netherlands,Annual rate of change
2021-09,NL,RCH_A,0.8,Netherlands,Annual rate of change
2021-10,NL,RCH_A,0.8,Netherlands,Annual rate of change
2021-11,NL,RCH_A,0.8,Netherlands,Annual rate of change
2021-12,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-01,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-02,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-03,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-04,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-05,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-06,NL,RCH_A,0.8,Netherlands,Annual rate of change
2022-07,NL,RCH_A,3.0,Netherlands,Annual rate of change
2022-08,NL,RCH_A,3.0,Netherlands,Annual rate of change
2022-09,NL,RCH_A,3.0,Netherlands,Annual rate of change
2022-10,NL,RCH_A,3.0,Netherlands,Annual rate of change
2022-11,NL,RCH_A,3.0,Netherlands,Annual rate of change
2022-12,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-01,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-02,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-03,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-04,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-05,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-06,NL,RCH_A,3.0,Netherlands,Annual rate of change
2023-07,NL,RCH_A,2.0,Netherlands,Annual rate of change
2023-08,NL,RCH_A,2.0,Netherlands,Annual rate of change
2023-09,NL,RCH_A,2.0,Netherlands,Annual rate of change
2023-10,NL,RCH_A,2.0,Netherlands,Annual rate of change
2023-11,NL,RCH_A,2.0,Netherlands,Annual rate of change
2023-12,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-01,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-02,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-03,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-04,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-05,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-06,NL,RCH_A,2.0,Netherlands,Annual rate of change
2024-07,NL,RCH_A,5.4,Netherlands,Annual rate of change
2024-08,NL,RCH_A,5.4,Netherlands,Annual rate of change
2024-09,NL,RCH_A,5.4,Netherlands,Annual rate of change
2024-10,NL,RCH_A,5.4,Netherlands,Annual rate of change
2024-11,NL,RCH_A,5.4,Netherlands,Annual rate of change
2024-12,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-01,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-02,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-03,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-04,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-05,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-06,NL,RCH_A,5.4,Netherlands,Annual rate of change
2025-07,NL,RCH_A,4.9,Netherlands,Annual rate of change
2025-08,NL,RCH_A,4.9,Netherlands,Annual rate of change
2025-09,NL,RCH_A,4.9,Netherlands,Annual rate of change
2025-10,NL,RCH_A,4.9,Netherlands,Annual rate of change
2025-11,NL,RCH_A,4.9,Netherlands,Annual rate of change
2025-12,NL,RCH_A,4.9,Netherlands,Annual rate of change
